name,code
홈캐스트,064240
휴온스글로벌,084110
흥구석유,024060
골프존데카,183410
데이터스트림즈,199150
명진홀딩스,267060
미코바이오메드,214610
비나텍,126340
비엔디생활건강,215050
비엔에프코퍼레이션,271780
씨앗,103660
아이케이세미콘,149010
애드바이오텍,179530
에스에이티이엔지,158300
엔지브이아이,093510
엘리비젼,276240
이앤에치,341310
이에스산업,241510
제노텍,066830
젠큐릭스,229000
청광건설,140290
펨토바이오메드,327610
포레스팅블록체인,227420
피엔에이치테크,239890
CS홀딩스,000590
DB,012030
DB손해보험,005830
F&F,007700
GS리테일,007070
HDC,012630
JW생명과학,234080
LG유플러스,032640
SPC삼립,005610
경농,002100
경동도시가스,267290
경방,000050
광동제약,009290
광주신세계,037710
국도화학,007690
금비,008870
금호에이치티,214330
금호타이어,073240
기아자동차,000270
넷마블,251270
대림산업,000210
대림통상,006570
대신증권,003540
대원강업,000430
대원전선,006340
대원화성,024890
대유에이텍,002880
대호에이엘,069460
동부건설,005960
동성제약,002210
동성코퍼레이션,102260
동양고속,084670
동양철관,008970
동원수산,030720
동일제강,002690
롯데쇼핑,023530
롯데지주,004990
메리츠화재,000060
미원에스씨,268280
백광소재,014580
부산산업,011390
삼광글라스,005090
삼성엔지니어링,028050
삼익악기,002450
삼천리,004690
서울식품공업,004410
성문전자,014910
성창기업지주,000180
세종공업,033530
세하,027970
시디즈,134790
신도리코,029530
신한,005450
쌍용자동차,003620
씨아이테크,004920
아모레퍼시픽그룹,002790
아시아나IDT,267850
알루코,001780
에스제이엠홀딩스,025530
엔에스쇼핑,138250
영화금속,012280
영흥철강,012160
오뚜기,007310
유수홀딩스,000700
이수페타시스,007660
이아이디,093230
인지컨트롤스,023800
자이에스앤디,317400
자화전자,033240
전방,000950
제이콘텐트리,036420
제일기획,030000
지투알,035000
콤텍시스템,031820
키위미디어그룹,012170
티웨이항공,091810
퍼스텍,010820
포스코인터내셔널,047050
하이골드3호,153360
한국ANKOR유전,152550
한국내화,010040
한국콜마,161890
한국화장품,123690
한라,014790
한미반도체,042700
한섬,020000
한세실업,105630
한솔홈데코,025750
한올바이오파마,009420
한화손해보험,000370
핸즈코퍼레이션,143210
현대오토에버,307950
화인베스틸,133820
화천기계,010660
효성첨단소재,298050
후성,093370
휴스틸,005010
흥아해운,003280
3S,060310
DSC인베스트먼트,241520
EMW,079190
JYP Ent.,035900
KCC건설,021320
NHN벅스,104200
RFHIC,218410
경남제약,053950
고려신용정보,049720
광진실업,026910
그린플러스,186230
기산텔레콤,035460
나무기술,242040
나이스디앤비,130580
네오셈,253590
네패스,033640
대동금속,020400
대림제지,017650
대신밸런스제6호스팩,307750
대신정보통신,020180
더블유에프엠,035290
동국알앤에스,075970
동우팜투테이블,088910
디아이티,110990
디에이치피코리아,131030
디에이테크놀로지,196490
디케이디앤아이,033310
디케이락,105740
디케이티,290550
라온시큐어,042510
리노스,039980
리더스 기술투자,019570
마이크로디지탈,305090
매직마이크로,127160
매커스,093520
메가스터디,072870
모다이노칩,080420
모베이스전자,012860
모헨즈,006920
미디어젠,279600
미래SCI,028040
미래나노텍,095500
미래테크놀로지,213090
바이오리더스,142760
바이오빌,065940
뷰웍스,100120
브레인콘텐츠,066980
비에이치,090460
비츠로테크,042370
비피도,238200
빅텍,065450
삼강엠앤티,100090
삼보산업,009620
삼성머스트스팩3호,309930
삼진엘앤디,054090
삼표시멘트,038500
상상인이안1호스팩,307870
서남,294630
선광,003100
세미콘라이트,214310
세진티에스,067770
세화피앤씨,252500
솔루에타,154040
슈프리마에이치큐,094840
시스웍,269620
신한제4호스팩,277480
신화콘텍,187270
쌍용정보통신,010280
쎄니트,037760
씨씨에스,066790
아난티,025980
아시아경제,127710
아우딘퓨쳐스,227610
아이디스홀딩스,054800
아이쓰리시스템,214430
아이씨케이,068940
아주IB투자,027360
안국약품,001540
알에스오토메이션,140670
알톤스포츠,123750
알파홀딩스,117670
압타바이오,293780
에스맥,097780
에스모,073070
에스에너지,095910
에스에이티,060540
에스엔유,080000
에스티오,098660
에이앤티앤,050320
에이에프더블류,312610
에코마이스터,064510
에프엔씨엔터,173940
에프엔에스테크,083500
엠에스씨,009780
엠젠플러스,032790
엠플러스,259630
오디텍,080520
오로라,039830
오킨스전자,080580
와이엔텍,067900
와이지엔터테인먼트,122870
우리기술투자,041190
우리넷,115440
우리바이오,082850
우리산업,215360
우주일렉트로,065680
우진비앤지,018620
웹케시,053580
위니아딤채,071460
위지윅스튜디오,299900
윈스,136540
유니맥스글로벌,215090
유라테크,048430
유앤아이,056090
유틸렉스,263050
이그잭스,060230
이노와이즈,086250
이노테라피,246960
이니텍,053350
이더블유케이,258610
이베스트투자증권,078020
인바디,041830
인산가,277410
인지디스플레,037330
인콘,083640
인크로스,216050
인터로조,119610
인터엠,017250
일지테크,019540
제이엠아이,033050
지노믹트리,228760
진로발효,018120
차이나그레이트,900040
컴투스,078340
케이디켐,221980
코디엠,224060
코리아에스이,101670
코아스템,166480
큐로컴,040350
태양,053620
테라젠이텍스,066700
테크윙,089030
티움바이오,321550
파버나인,177830
파인테크닉스,106240
팜스빌,318010
팬스타엔터프라이즈,054300
펄어비스,263750
평화정공,043370
포메탈,119500
포비스티앤씨,016670
포스코 ICT,022100
피씨엘,241820
피피아이,062970
필링크,064800
하나금융13호스팩,320000
하나금융9호스팩,261200
하이로닉,149980
하이제4호스팩,317240
한국정보인증,053300
한국제8호스팩,310870
한류타임즈,039670
한솔시큐어,070300
한솔인티큐브,070590
한스바이오메드,042520
한창산업,079170
한화에스비아이스팩,317320
해덕파워웨이,102210
현대공업,170030
화신정공,126640
휴림로봇,090710
휴마시스,205470
휴메딕스,200670
휴비츠,065510
흥국,010240
굿센,243870
라이프사이언스테크놀로지,285770
메디안디노스틱,233250
바이오시네틱스,281310
바이옵트로,222160
수프로,185190
앙츠,267810
에스엠비나,299670
엠로,058970
엠앤씨생명과학,225860
원텍,216280
유니포인트,121060
케미메디,205290
케어룸의료산업,327970
탑선,180060
티씨엠생명과학,228180
파마리서치바이오,217950
BGF,027410
BNK금융지주,138930
KG케미칼,001390
KTB투자증권,030210
KTcs,058850
LG생활건강,051900
SG세계물산,004060
SG충방,001380
SIMPAC,009160
SK가스,018670
SK디앤디,210980
SK렌터카,068400
STX중공업,071970
TCC스틸,002710
가온전선,000500
경보제약,214390
계양전기,012200
고려산업,002140
광전자,017900
남광토건,001260
넥센,005720
넥스트사이언스,003580
농심,004370
다우기술,023590
대림씨엔에스,004440
대성산업,128820
대유플러스,000300
대한전선,001440
대한제분,001130
대한항공,003490
대한화섬,003830
동남합성,023450
동방,004140
동북아13호선박투자,083380
동아타이어,282690
동양피스톤,092780
동원시스템즈,014820
디아이,003160
디와이파워,210540
롯데리츠,330590
무림P&P,009580
미래산업,025560
미원상사,002840
방림,003610
보령제약,003850
부국철강,026940
사조오양,006090
삼아알미늄,006110
삼양사,145990
삼호개발,010960
삼화페인트공업,000390
세아베스틸,001430
세아제강지주,003030
세화아이엠씨,145210
쌍용양회공업,003410
아남전자,008700
아세아제지,002310
에스엘,005850
엔케이물산,009810
영원무역,111770
오리엔트바이오,002630
오리온홀딩스,001800
웅진,016880
유니퀘스트,077500
인디에프,014990
일신석재,007110
일양약품,007570
일진다이아,081000
조비,001550
주연테크,044380
지코,010580
케이비아이동국실업,001620
케이씨,029460
케이티스카이라이프,053210
코오롱,002020
코웨이,021240
키움증권,039490
평화홀딩스,010770
풀무원,017810
하이트진로홀딩스,000140
한국단자공업,025540
한국쉘석유,002960
한국조선해양,009540
한국카본,017960
한국특수형강,007280
한농화성,011500
한미사이언스,008930
한신공영,004960
한익스프레스,014130
한전기술,052690
한진칼,180640
한화투자증권,003530
해태제과식품,101530
현대글로비스,086280
현대약품,004310
형지엘리트,093240
화승알앤에이,013520
효성티앤씨,298020
GRT,900290
HB테크놀러지,078150
IBKS제12호스팩,335870
ISC,095340
KD,044180
KG이니시스,035600
KNN,058400
NE능률,053290
NHN한국사이버결제,060250
SBI인베스트먼트,019550
SBI핀테크솔루션즈,950110
SG,255220
고려제약,014570
국일제지,078130
글로스퍼랩스,032860
금강철강,053260
금화피에스시,036190
기가레인,049080
나노스,151910
나우IB,293580
남화토건,091590
내츄럴엔도텍,168330
네오펙트,290660
녹십자엠에스,142280
녹십자웰빙,234690
뉴트리,270870
대동기어,008830
대륙제관,004780
대모,317850
대성엘텍,025440
대성파인텍,104040
대양제지,006580
대정화금,120240
대창스틸,140520
덕우전자,263600
덱스터,206560
동국S&C,100130
동성화인텍,033500
동양에스텍,060380
동양이엔피,079960
동양피엔에프,104460
동일철강,023790
디스플레이텍,066670
디에스케이,109740
디오스텍,196450
디자인,227100
디젠스,113810
디지아이,043360
레이,228670
리더스코스메틱,016100
리메드,302550
마이크로텍,227950
매일유업,267980
멀티캠퍼스,067280
메디프론,065650
멜파스,096640
명성티엔에스,257370
모바일어플라이언스,087260
미투온,201490
바른손이앤에이,035620
바이오로그디바이스,208710
바이오솔루션,086820
바이오제네틱스,044480
바이오톡스텍,086040
버추얼텍,036620
베스파,299910
빅솔론,093190
삼목에스폼,018310
삼성스팩2호,291230
삼화네트웍스,046390
상상인,038540
상신전자,263810
샘코,263540
서진시스템,178320
서플러스글로벌,140070
선익시스템,171090
세원,234100
세종메디칼,258830
세틀뱅크,234340
센트럴바이오,051980
셀리버리,268600
셀트리온헬스케어,091990
소리바다,053110
솔고바이오,043100
쇼박스,086980
수젠텍,253840
스타모빌리티,158310
신라섬유,001000
신진에스엠,138070
씨티씨바이오,060590
씨티케이코스메틱스,260930
아모그린텍,125210
아미노로직스,074430
아시아종묘,154030
아이디스,143160
아이에스이커머스,069920
아진엑스텍,059120
아톤,158430
알엔투테크놀로지,148250
액토즈소프트,052790
앤씨앤,092600
에너토크,019990
에스엠,041510
에스티아이,039440
에이아이비트,039230
에이치케이,044780
에이텍,045660
에코프로,086520
엔지스테크널러지,208860
엠아이텍,179290
영화테크,265560
예림당,036000
오리엔탈정공,014940
오리콤,010470
오성첨단소재,052420
오스템,031510
우리기술,032820
우리로,046970
우정바이오,215380
월덱스,101160
윌링스,313760
윙입푸드,900340
유니셈,036200
유진기업,023410
유진로봇,056080
율호,072770
이라이콤,041520
이스트아시아홀딩스,900110
이엔에프테크놀로지,102710
이원컴포텍,088290
이지바이오,035810
이크레더블,092130
이화전기,024810
인트론바이오,048530
일진파워,094820
자비스,254120
정원엔시스,045510
제노포커스,187420
제룡산업,147830
제이에스티나,026040
조이시티,067000
중앙에너비스,000440
지니틱스,303030
지에스이,053050
차바이오텍,085660
창해에탄올,004650
청담러닝,096240
카페24,042000
케어랩스,263700
케어젠,214370
케이알피앤이,060900
케이엔제이,272110
케이엠,083550
케이엠제약,225430
케이프,064820
켐트로닉스,089010
켐트로스,220260
코닉글로리,094860
코리아에프티,123410
큐로홀딩스,051780
태광,023160
투비소프트,079970
티케이케미칼,104480
티피씨글로벌,130740
파크시스템스,140860
파트론,091700
파티게임즈,194510
팬젠,222110
포스코엠텍,009520
포인트엔지니어링,256630
포티스,141020
푸른기술,094940
퓨쳐스트림네트웍스,214270
피앤씨테크,237750
피에스엠씨,024850
필로시스헬스케어,057880
하나금융11호스팩,284620
하나머스트제6호스팩,307160
하림지주,003380
하이소닉,106080
하이제5호스팩,340120
하이텍팜,106190
한국가구,004590
한국정밀기계,101680
한빛소프트,047080
한송네오텍,226440
헬릭스미스,084990
현대통신,039010
화일약품,061250
화진,134780
휘닉스소재,050090
다원넥스뷰,323350
대동고려삼,178600
더콘텐츠온,302920
디피코,163430
미애부,225850
볼빅,206950
스템랩,258540
씨티네트웍스,189540
아이피몬스터,223220
안지오랩,251280
에이비온,203400
에이펙스인텍,207490
엔솔바이오사이언스,140610
엔에스컴퍼니,224760
이비테크,208850
인터코스,240340
질경이,233990
크로넥스,215570
판도라티비,202960
프로테옴텍,303360
피엔아이컴퍼니,242350
BYC,001460
DSR,155660
LS네트웍스,000680
SK,034730
SK디스커버리,006120
SK케미칼,285130
STX엔진,077970
YG PLUS,037270
강남제비스코,000860
경동나비엔,009450
그린케미칼,083420
금호석유화학,011780
깨끗한나라,004540
노루홀딩스,000320
대동공업,000490
대상홀딩스,084690
대성에너지,117580
대우부품,009320
대창단조,015230
도화엔지니어링,002150
동북아12호선박투자,083370
동성화학,005190
동아에스티,170900
동아지질,028100
동양물산기업,002900
동일산업,004890
두올,016740
롯데푸드,002270
메리츠종금증권,008560
모나리자,012690
무림페이퍼,009200
미래에셋대우,006800
보해양조,000890
삼화콘덴서공업,001820
상신브레이크,041650
서울도시가스,017390
성안,011300
신대양제지,016590
신풍제지,002870
신흥,004080
씨에스윈드,112610
애경유화,161000
에이프로젠제약,003060
영풍제지,006740
용평리조트,070960
우리들제약,004720
우리종금,010050
우진아이엔에스,010400
웅진씽크빅,095720
율촌화학,008730
이노션,214320
이화산업,000760
인팩,023810
일신방직,003200
일진디스플,020760
잇츠한불,226320
제주은행,006220
진양홀딩스,100250
천일고속,000650
체시스,033250
카프로,006380
케이티앤지,033780
코스맥스,192820
풍산,103140
하나금융지주,086790
하이골드12호,172580
하이골드8호,159650
한국가스공사,036460
한국전력공사,015760
한국항공우주,047810
한성기업,003680
한세예스24홀딩스,016450
한일홀딩스,003300
한창,005110
현대그린푸드,005440
현대로템,064350
현대미포조선,010620
현대백화점,069960
화신,010690
휴켐스,069260
흥국화재,000540
AP시스템,265520
AP위성,211270
CS,065770
EG,037370
GV,045890
KPX생명과학,114450
S&K폴리텍,091340
SFA반도체,036540
SV인베스트먼트,289080
THE MIDONG,161570
YTN,040300
골프존뉴딘홀딩스,121440
글로벌에스엠,900070
까스텔바작,308100
나무가,190510
네오팜,092730
네온테크,306620
넥스트아이,137940
노터스,278650
농우바이오,054050
다나와,119860
다믈멀티미디어,093640
대동스틸,048470
대보마그네틱,290670
대성창투,027830
대신밸런스제8호스팩,336570
대한광통신,010170
데이타솔루션,263800
도이치모터스,067990
동국산업,005160
동운아나텍,094170
동원개발,013120
동일금속,109860
동화기업,025900
드림시큐리티,203650
드림어스컴퍼니,060570
디이엔티,079810
디지캡,197140
디지탈옵틱,106520
라이트론,069540
로보티즈,108490
로체시스템즈,071280
루트로닉,085370
리노공업,058470
메디아나,041920
모다,149940
미래컴퍼니,049950
바른손,018700
바른테크놀로지,029480
백금T&A,046310
베뉴지,019010
보성파워텍,006910
비씨월드제약,200780
비아트론,141000
삼보모터스,053700
상상인이안제2호스팩,329560
상상인인더스트리,101000
서울리거,043710
서울전자통신,027040
서울제약,018680
서희건설,035890
성광벤드,014620
성창오토텍,080470
세동,053060
세중,039310
솔브레인,036830
솔트웍스,230980
슈프리마아이디,317770
스카이이앤엠,131100
신라에스지,025870
신영스팩6호,344050
신일제약,012790
싸이맥스,160980
쏠리드,050890
씨아이에스,222080
씨에스베어링,297090
아바코,083930
아이텍,119830
알로이스,297570
알서포트,131370
애니젠,196300
양지사,030960
에스씨디,042110
에스에스알,275630
에스텍,069510
에스폴리텍,050760
에스피시스템스,317830
에이디테크놀로지,200710
에이치엘비생명과학,067630
에이치엘비파워,043220
에치에프알,230240
엔시트론,101400
엘앤씨바이오,290650
엘앤에프,066970
엘티씨,170920
영우디에스피,143540
영풍정밀,036560
예선테크,250930
오리엔트정공,065500
오상자이엘,053980
오스코텍,039200
오파스넷,173130
옴니시스템,057540
옴니텔,057680
와이아이케이,232140
와토스코리아,079000
우리이앤엘,153490
원익큐브,014190
웹스,196700
위즈코프,038620
윈팩,097800
유바이오로직스,206650
유비케어,032620
유비쿼스홀딩스,078070
유안타제3호스팩,287410
유진스팩4호,321260
이노메트리,302430
이베스트이안스팩1호,323210
이씨에스,067010
이오테크닉스,039030
이지웰페어,090850
인터파크,108790
인터파크홀딩스,035080
인트로메딕,150840
인프라웨어,041020
인화정공,101930
자연과환경,043910
전진바이오팜,110020
정산애강,022220
제넥신,095700
제닉,123330
제이브이엠,054950
제이엔케이히터,126880
제일테크노스,038010
제테마,216080
중앙오션,054180
지와이커머스,111820
진양제약,007370
천랩,311690
천보,278280
캔서롭,180400
케이맥,043290
케이엠더블유,032500
케이프이에스제4호,347140
코렌텍,104540
코리아나,027050
코세스,089890
코아시아,045970
코오롱티슈진,950160
코윈테크,282880
코콤,015710
큐에스아이,066310
크루셜텍,114120
크리스에프앤씨,110790
크리스탈,083790
클래시스,214150
테스,095610
텔레칩스,054450
텔레필드,091440
티플랙스,081150
파나진,046210
파수닷컴,150900
파워넷,037030
파이오링크,170790
파인넥스,123260
파인디앤씨,049120
플리토,300080
피제이전자,006140
하림,136480
하이비젼시스템,126700
하츠,066130
한국기업평가,034950
한국제6호스팩,281410
한네트,052600
한라IMS,092460
한류AI센터,222810
해성산업,034810
핸디소프트,220180
홈센타홀딩스,060560
힘스,238490
TS트릴리온,284610
관악산업,076340
나라소프트,288490
네추럴FNP,086220
라온테크,232680
루켄테크놀러지스,162120
메디젠휴먼케어,236340
선바이오,067370
셀젠텍,258250
에스케이씨에스,224020
에이원알폼,234070
원바이오젠,278380
지앤이헬스케어,299480
카이노스메드,220250
코셋,189350
툴젠,199800
한국미라클피플사,331660
